X,Y,OBJECTID,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Recovered,Deaths,Active,Admin2,FIPS,Combined_Key
67.709953,33.93911,1,,Afghanistan,2022/09/11 05:20:45+00,33.93911,67.709953,195631,0,7787,0,,,Afghanistan
20.1683,41.1533000000001,2,,Albania,2022/09/11 05:20:45+00,41.1533,20.1683,330948,0,3584,0,,,Albania
1.65960000000007,28.0339000000001,3,,Algeria,2022/09/11 05:20:45+00,28.0339,1.6596,270532,0,6879,0,,,Algeria
1.52180000000004,42.5063000000001,4,,Andorra,2022/09/11 05:20:45+00,42.5063,1.5218,46113,0,155,0,,,Andorra
17.8739,-11.2026999999999,5,,Angola,2022/09/11 05:20:45+00,-11.2027,17.8739,103131,0,1917,0,,,Angola
23.347,-71.9499,6,,Antarctica,2022/09/11 05:20:45+00,-71.9499,23.347,11,0,0,0,,,Antarctica
-61.7963999999999,17.0608,7,,Antigua and Barbuda,2022/09/11 05:20:45+00,17.0608,-61.7964,8974,0,145,0,,,Antigua and Barbuda
-63.6167,-38.4161,8,,Argentina,2022/09/11 05:20:45+00,-38.4161,-63.6167,9689861,0,129769,0,,,Argentina
45.0382000000001,40.0691,9,,Armenia,2022/09/11 05:20:45+00,40.0691,45.0382,436727,0,8662,0,,,Armenia
149.0124,-35.4734999999999,10,Australian Capital Territory,Australia,2022/09/11 05:20:45+00,-35.4735,149.0124,203680,0,125,0,,,"Australian Capital Territory, Australia"
151.2093,-33.8688,11,New South Wales,Australia,2022/09/11 05:20:45+00,-33.8688,151.2093,3463759,0,5046,0,,,"New South Wales, Australia"
130.8456,-12.4634,12,Northern Territory,Australia,2022/09/11 05:20:45+00,-12.4634,130.8456,96447,0,70,0,,,"Northern Territory, Australia"
153.0251,-27.4698,13,Queensland,Australia,2022/09/11 05:20:45+00,-27.4698,153.0251,1620034,0,2048,0,,,"Queensland, Australia"
138.6007,-34.9284999999999,14,South Australia,Australia,2022/09/11 05:20:45+00,-34.9285,138.6007,758840,0,860,0,,,"South Australia, Australia"
147.3272,-42.8821,15,Tasmania,Australia,2022/09/11 05:20:45+00,-42.8821,147.3272,246706,0,182,0,,,"Tasmania, Australia"
144.9631,-37.8136,16,Victoria,Australia,2022/09/11 05:20:45+00,-37.8136,144.9631,2586290,0,5469,0,,,"Victoria, Australia"
115.8605,-31.9505,17,Western Australia,Australia,2022/09/11 05:20:45+00,-31.9505,115.8605,1139054,0,626,0,,,"Western Australia, Australia"
14.5501,47.5162,18,,Austria,2022/09/11 05:20:45+00,47.5162,14.5501,4984809,0,20678,0,,,Austria
47.5769000000001,40.1431000000001,19,,Azerbaijan,2022/09/11 05:20:45+00,40.1431,47.5769,817596,0,9852,0,,,Azerbaijan
-78.0358889999999,25.0258850000001,20,,Bahamas,2022/09/11 05:20:45+00,25.025885,-78.035889,37125,0,823,0,,,Bahamas
50.5500000000001,26.0275,21,,Bahrain,2022/09/11 05:20:45+00,26.0275,50.55,673693,0,1518,0,,,Bahrain
90.3563,23.6850000000001,22,,Bangladesh,2022/09/11 05:20:45+00,23.685,90.3563,2014577,0,29332,0,,,Bangladesh
-59.5432,13.1939,23,,Barbados,2022/09/11 05:20:45+00,13.1939,-59.5432,101850,0,556,0,,,Barbados
27.9534,53.7098,24,,Belarus,2022/09/11 05:20:45+00,53.7098,27.9534,994037,0,7118,0,,,Belarus
4.40240000000006,51.2195,25,Antwerp,Belgium,2022/09/11 05:20:45+00,51.2195,4.4024,724170,0,0,0,,,"Antwerp, Belgium"
4.35170000000005,50.8503000000001,26,Brussels,Belgium,2022/09/11 05:20:45+00,50.8503,4.3517,486779,0,0,0,,,"Brussels, Belgium"
3.73730000000006,51.0362000000001,27,East Flanders,Belgium,2022/09/11 05:20:45+00,51.0362,3.7373,609374,0,0,0,,,"East Flanders, Belgium"
4.58330000000007,50.9167,28,Flemish Brabant,Belgium,2022/09/11 05:20:45+00,50.9167,4.5833,439232,0,0,0,,,"Flemish Brabant, Belgium"
4.06210000000004,50.5257,29,Hainaut,Belgium,2022/09/11 05:20:45+00,50.5257,4.0621,494027,0,0,0,,,"Hainaut, Belgium"
5.84920000000005,50.4496,30,Liege,Belgium,2022/09/11 05:20:45+00,50.4496,5.8492,401822,0,0,0,,,"Liege, Belgium"
5.34200000000004,50.9739000000001,31,Limburg,Belgium,2022/09/11 05:20:45+00,50.9739,5.342,331402,0,0,0,,,"Limburg, Belgium"
5.46770000000004,50.0547,32,Luxembourg,Belgium,2022/09/11 05:20:45+00,50.0547,5.4677,116359,0,0,0,,,"Luxembourg, Belgium"
4.82210000000003,50.3310000000001,33,Namur,Belgium,2022/09/11 05:20:45+00,50.331,4.8221,192313,0,0,0,,,"Namur, Belgium"
,,34,Unknown,Belgium,2022/09/11 05:20:45+00,,,60821,0,32575,0,,,"Unknown, Belgium"
4.35000000000002,50.4,35,Walloon Brabant,Belgium,2022/09/11 05:20:45+00,50.4,4.35,165055,0,0,0,,,"Walloon Brabant, Belgium"
3.14580000000007,51.0536000000001,36,West Flanders,Belgium,2022/09/11 05:20:45+00,51.0536,3.1458,475845,0,0,0,,,"West Flanders, Belgium"
-88.4976,17.1899,37,,Belize,2022/09/11 05:20:45+00,17.1899,-88.4976,68473,0,680,0,,,Belize
2.31580000000002,9.30770000000007,38,,Benin,2022/09/11 05:20:45+00,9.3077,2.3158,27490,0,163,0,,,Benin
90.4336000000001,27.5142000000001,39,,Bhutan,2022/09/11 05:20:45+00,27.5142,90.4336,61233,0,21,0,,,Bhutan
-63.5887,-16.2902,40,,Bolivia,2022/09/11 05:20:45+00,-16.2902,-63.5887,1105812,0,22216,0,,,Bolivia
17.6791000000001,43.9159000000001,41,,Bosnia and Herzegovina,2022/09/11 05:20:45+00,43.9159,17.6791,397098,0,16090,0,,,Bosnia and Herzegovina
24.6849,-22.3285,42,,Botswana,2022/09/11 05:20:45+00,-22.3285,24.6849,325931,0,2786,0,,,Botswana
-70.812,-9.02379999999994,43,Acre,Brazil,2022/09/11 05:20:45+00,-9.0238,-70.812,149378,0,2027,0,,,"Acre, Brazil"
-36.782,-9.57129999999995,44,Alagoas,Brazil,2022/09/11 05:20:45+00,-9.5713,-36.782,320552,0,7118,0,,,"Alagoas, Brazil"
-52.003,0.902,45,Amapa,Brazil,2022/09/11 05:20:45+00,0.902,-52.003,178178,0,2159,0,,,"Amapa, Brazil"
-65.8561,-3.41679999999997,46,Amazonas,Brazil,2022/09/11 05:20:45+00,-3.4168,-65.8561,614752,0,14304,0,,,"Amazonas, Brazil"
-41.7007,-12.5796999999999,47,Bahia,Brazil,2022/09/11 05:20:45+00,-12.5797,-41.7007,1689830,0,30675,0,,,"Bahia, Brazil"
-39.3206,-5.49839999999995,48,Ceara,Brazil,2022/09/11 05:20:45+00,-5.4984,-39.3206,1382048,0,27609,0,,,"Ceara, Brazil"
-47.8645,-15.7997999999999,49,Distrito Federal,Brazil,2022/09/11 05:20:45+00,-15.7998,-47.8645,837928,0,11825,0,,,"Distrito Federal, Brazil"
-40.3088999999999,-19.1833999999999,50,Espirito Santo,Brazil,2022/09/11 05:20:45+00,-19.1834,-40.3089,1214891,0,14803,0,,,"Espirito Santo, Brazil"
-49.8362,-15.8269999999999,51,Goias,Brazil,2022/09/11 05:20:45+00,-15.827,-49.8362,1685781,0,27505,0,,,"Goias, Brazil"
-45.2744,-4.96089999999998,52,Maranhao,Brazil,2022/09/11 05:20:45+00,-4.9609,-45.2744,469805,0,10988,0,,,"Maranhao, Brazil"
-56.9211,-12.6818999999999,53,Mato Grosso,Brazil,2022/09/11 05:20:45+00,-12.6819,-56.9211,827903,0,14935,0,,,"Mato Grosso, Brazil"
-54.7852,-20.7721999999999,54,Mato Grosso do Sul,Brazil,2022/09/11 05:20:45+00,-20.7722,-54.7852,578853,0,10818,0,,,"Mato Grosso do Sul, Brazil"
-44.5549999999999,-18.5122,55,Minas Gerais,Brazil,2022/09/11 05:20:45+00,-18.5122,-44.555,3874629,0,63659,0,,,"Minas Gerais, Brazil"
-54.9306,-1.99809999999997,56,Para,Brazil,2022/09/11 05:20:45+00,-1.9981,-54.9306,834883,0,18812,0,,,"Para, Brazil"
-36.782,-7.23999999999995,57,Paraiba,Brazil,2022/09/11 05:20:45+00,-7.24,-36.782,651816,0,10400,0,,,"Paraiba, Brazil"
-52.0214999999999,-25.2520999999999,58,Parana,Brazil,2022/09/11 05:20:45+00,-25.2521,-52.0215,2740391,0,45182,0,,,"Parana, Brazil"
-36.9541,-8.81369999999993,59,Pernambuco,Brazil,2022/09/11 05:20:45+00,-8.8137,-36.9541,1052904,0,22240,0,,,"Pernambuco, Brazil"
-42.7289,-7.71829999999994,60,Piaui,Brazil,2022/09/11 05:20:45+00,-7.7183,-42.7289,400100,0,7944,0,,,"Piaui, Brazil"
-36.9541,-5.40259999999995,61,Rio Grande do Norte,Brazil,2022/09/11 05:20:45+00,-5.4026,-36.9541,552885,0,8449,0,,,"Rio Grande do Norte, Brazil"
-51.2177,-30.0346,62,Rio Grande do Sul,Brazil,2022/09/11 05:20:45+00,-30.0346,-51.2177,2721406,0,40935,0,,,"Rio Grande do Sul, Brazil"
-43.1729,-22.9068,63,Rio de Janeiro,Brazil,2022/09/11 05:20:45+00,-22.9068,-43.1729,2500526,0,75558,0,,,"Rio de Janeiro, Brazil"
-63.5805999999999,-11.5056999999999,64,Rondonia,Brazil,2022/09/11 05:20:45+00,-11.5057,-63.5806,455188,0,7354,0,,,"Rondonia, Brazil"
-62.0751,-2.73759999999993,65,Roraima,Brazil,2022/09/11 05:20:45+00,-2.7376,-62.0751,174921,0,2173,0,,,"Roraima, Brazil"
-50.2189,-27.2422999999999,66,Santa Catarina,Brazil,2022/09/11 05:20:45+00,-27.2423,-50.2189,1868495,0,22384,0,,,"Santa Catarina, Brazil"
-46.6333,-23.5504999999999,67,Sao Paulo,Brazil,2022/09/11 05:20:45+00,-23.5505,-46.6333,6051911,0,174325,0,,,"Sao Paulo, Brazil"
-37.3856999999999,-10.5740999999999,68,Sergipe,Brazil,2022/09/11 05:20:45+00,-10.5741,-37.3857,342852,0,6433,0,,,"Sergipe, Brazil"
-48.2982,-10.1752999999999,69,Tocantins,Brazil,2022/09/11 05:20:45+00,-10.1753,-48.2982,343933,0,4199,0,,,"Tocantins, Brazil"
114.7277,4.53530000000006,70,,Brunei,2022/09/11 05:20:45+00,4.5353,114.7277,223059,0,225,0,,,Brunei
25.4858,42.7339000000001,71,,Bulgaria,2022/09/11 05:20:45+00,42.7339,25.4858,1248035,0,37646,0,,,Bulgaria
-1.56159999999994,12.2383,72,,Burkina Faso,2022/09/11 05:20:45+00,12.2383,-1.5616,21128,0,387,0,,,Burkina Faso
95.9560000000001,21.9162000000001,73,,Burma,2022/09/11 05:20:45+00,21.9162,95.956,616663,0,19442,0,,,Burma
29.9189000000001,-3.37309999999997,74,,Burundi,2022/09/11 05:20:45+00,-3.3731,29.9189,49370,0,38,0,,,Burundi
-23.0418,16.5388,75,,Cabo Verde,2022/09/11 05:20:45+00,16.5388,-23.0418,62341,0,410,0,,,Cabo Verde
104.9167,11.5500000000001,76,,Cambodia,2022/09/11 05:20:45+00,11.55,104.9167,137705,0,3056,0,,,Cambodia
11.5021,3.84800000000007,77,,Cameroon,2022/09/11 05:20:45+00,3.848,11.5021,121652,0,1935,0,,,Cameroon
-116.5765,53.9333,78,Alberta,Canada,2022/09/11 05:20:45+00,53.9333,-116.5765,603501,0,4832,0,,,"Alberta, Canada"
-127.6476,53.7267000000001,79,British Columbia,Canada,2022/09/11 05:20:45+00,53.7267,-127.6476,383054,0,4183,0,,,"British Columbia, Canada"
,,80,Diamond Princess,Canada,2020/12/21 13:27:30+00,,,0,0,1,0,,,"Diamond Princess, Canada"
,,81,Grand Princess,Canada,2020/12/21 13:27:30+00,,,13,0,0,0,,,"Grand Princess, Canada"
-98.8139,53.7609,82,Manitoba,Canada,2022/09/11 05:20:45+00,53.7609,-98.8139,148903,0,2118,0,,,"Manitoba, Canada"
-66.4619,46.5653,83,New Brunswick,Canada,2022/09/11 05:20:45+00,46.5653,-66.4619,75741,0,472,0,,,"New Brunswick, Canada"
-57.6604,53.1355,84,Newfoundland and Labrador,Canada,2022/09/11 05:20:45+00,53.1355,-57.6604,51329,0,231,0,,,"Newfoundland and Labrador, Canada"
-124.8457,64.8255,85,Northwest Territories,Canada,2022/09/11 05:20:45+00,64.8255,-124.8457,11511,0,22,0,,,"Northwest Territories, Canada"
-63.7443,44.6820000000001,86,Nova Scotia,Canada,2022/09/11 05:20:45+00,44.682,-63.7443,122458,0,504,0,,,"Nova Scotia, Canada"
-83.1075999999999,70.2998000000001,87,Nunavut,Canada,2022/09/11 05:20:45+00,70.2998,-83.1076,3531,0,7,0,,,"Nunavut, Canada"
-85.3232,51.2538000000001,88,Ontario,Canada,2022/09/11 05:20:45+00,51.2538,-85.3232,1442991,0,14193,0,,,"Ontario, Canada"
-63.4168,46.5107,89,Prince Edward Island,Canada,2022/09/11 05:20:45+00,46.5107,-63.4168,50594,0,56,0,,,"Prince Edward Island, Canada"
-73.5491,52.9399000000001,90,Quebec,Canada,2022/09/11 05:20:45+00,52.9399,-73.5491,1185085,0,16479,0,,,"Quebec, Canada"
,,91,Repatriated Travellers,Canada,2022/09/11 05:20:45+00,,,13,0,0,0,,,"Repatriated Travellers, Canada"
-106.4509,52.9399000000001,92,Saskatchewan,Canada,2022/09/11 05:20:45+00,52.9399,-106.4509,141815,0,1479,0,,,"Saskatchewan, Canada"
-135,64.2823000000001,93,Yukon,Canada,2022/09/11 05:20:45+00,64.2823,-135,4857,0,30,0,,,"Yukon, Canada"
20.9394,6.61110000000002,94,,Central African Republic,2022/09/11 05:20:45+00,6.6111,20.9394,14883,0,113,0,,,Central African Republic
18.7322,15.4542000000001,95,,Chad,2022/09/11 05:20:45+00,15.4542,18.7322,7549,0,193,0,,,Chad
-70.3975,-23.6509,96,Antofagasta,Chile,2022/09/11 05:20:45+00,-23.6509,-70.3975,164080,0,1868,0,,,"Antofagasta, Chile"
-72.3310999999999,-38.9489,97,Araucania,Chile,2022/09/11 05:20:45+00,-38.9489,-72.3311,262062,0,2705,0,,,"Araucania, Chile"
-69.4784999999999,-18.5939999999999,98,Arica y Parinacota,Chile,2022/09/11 05:20:45+00,-18.594,-69.4785,71886,0,855,0,,,"Arica y Parinacota, Chile"
-70.0502999999999,-27.5660999999999,99,Atacama,Chile,2022/09/11 05:20:45+00,-27.5661,-70.0503,100140,0,670,0,,,"Atacama, Chile"
-73.7669,-45.9863999999999,100,Aysen,Chile,2022/09/11 05:20:45+00,-45.9864,-73.7669,31242,0,196,0,,,"Aysen, Chile"
-72.1416,-37.4464,101,Biobio,Chile,2022/09/11 05:20:45+00,-37.4464,-72.1416,445125,0,4500,0,,,"Biobio, Chile"
-71.3389,-29.9589999999999,102,Coquimbo,Chile,2022/09/11 05:20:45+00,-29.959,-71.3389,184536,0,1821,0,,,"Coquimbo, Chile"
-72.1416,-41.9198,103,Los Lagos,Chile,2022/09/11 05:20:45+00,-41.9198,-72.1416,223851,0,2415,0,,,"Los Lagos, Chile"
-72.3310999999999,-40.2309999999999,104,Los Rios,Chile,2022/09/11 05:20:45+00,-40.231,-72.3311,129541,0,1303,0,,,"Los Rios, Chile"
-70.9863,-52.3679999999999,105,Magallanes,Chile,2022/09/11 05:20:45+00,-52.368,-70.9863,61701,0,744,0,,,"Magallanes, Chile"
-71.6885,-35.5183,106,Maule,Chile,2022/09/11 05:20:45+00,-35.5183,-71.6885,304106,0,3097,0,,,"Maule, Chile"
-70.6505,-33.4376,107,Metropolitana,Chile,2022/09/11 05:20:45+00,-33.4376,-70.6505,1730530,0,29539,0,,,"Metropolitana, Chile"
-71.7622,-36.7225999999999,108,Nuble,Chile,2022/09/11 05:20:45+00,-36.7226,-71.7622,131162,0,1188,0,,,"Nuble, Chile"
-71.0022,-34.5755,109,OHiggins,Chile,2022/09/11 05:20:45+00,-34.5755,-71.0022,194717,0,2667,0,,,"OHiggins, Chile"
-69.5132,-19.9232,110,Tarapaca,Chile,2022/09/11 05:20:45+00,-19.9232,-69.5132,102046,0,1131,0,,,"Tarapaca, Chile"
,,111,Unknown,Chile,2022/09/11 05:20:45+00,,,42,0,2,0,,,"Unknown, Chile"
-71.6127,-33.0472,112,Valparaiso,Chile,2022/09/11 05:20:45+00,-33.0472,-71.6127,423034,0,6048,0,,,"Valparaiso, Chile"
117.2264,31.8257,113,Anhui,China,2022/09/11 05:20:45+00,31.8257,117.2264,1506,0,6,0,,,"Anhui, China"
116.4142,40.1824,114,Beijing,China,2022/09/11 05:20:45+00,40.1824,116.4142,4088,0,9,0,,,"Beijing, China"
107.874,30.0572,115,Chongqing,China,2022/09/11 05:20:45+00,30.0572,107.874,1012,0,6,0,,,"Chongqing, China"
117.9874,26.0789,116,Fujian,China,2022/09/11 05:20:45+00,26.0789,117.9874,4176,0,1,0,,,"Fujian, China"
104.2861,35.7518000000001,117,Gansu,China,2022/09/11 05:20:45+00,35.7518,104.2861,1348,0,2,0,,,"Gansu, China"
113.4244,23.3417000000001,118,Guangdong,China,2022/09/11 05:20:45+00,23.3417,113.4244,9642,0,8,0,,,"Guangdong, China"
108.7881,23.8298,119,Guangxi,China,2022/09/11 05:20:45+00,23.8298,108.7881,2300,0,2,0,,,"Guangxi, China"
106.8748,26.8154000000001,120,Guizhou,China,2022/09/11 05:20:45+00,26.8154,106.8748,220,0,2,0,,,"Guizhou, China"
109.7453,19.1959000000001,121,Hainan,China,2022/09/11 05:20:45+00,19.1959,109.7453,8944,0,6,0,,,"Hainan, China"
114.9042,37.8957,122,Hebei,China,2022/09/11 05:20:45+00,37.8957,114.9042,2027,0,7,0,,,"Hebei, China"
127.7615,47.8620000000001,123,Heilongjiang,China,2022/09/11 05:20:45+00,47.862,127.7615,3224,0,13,0,,,"Heilongjiang, China"
113.614,33.8820000000001,124,Henan,China,2022/09/11 05:20:45+00,33.882,113.614,3316,0,22,0,,,"Henan, China"
114.2,22.3000000000001,125,Hong Kong,China,2022/09/11 05:20:45+00,22.3,114.2,1642941,0,9788,0,,,"Hong Kong, China"
112.2707,30.9756,126,Hubei,China,2022/09/11 05:20:45+00,30.9756,112.2707,68427,0,4512,0,,,"Hubei, China"
111.7088,27.6104,127,Hunan,China,2022/09/11 05:20:45+00,27.6104,111.7088,1442,0,4,0,,,"Hunan, China"
113.9448,44.0935000000001,128,Inner Mongolia,China,2022/09/11 05:20:45+00,44.0935,113.9448,2694,0,1,0,,,"Inner Mongolia, China"
119.455,32.9711,129,Jiangsu,China,2022/09/11 05:20:45+00,32.9711,119.455,2367,0,0,0,,,"Jiangsu, China"
